Id,SalePrice
1,119989.796875
2,126552.375
3,203942.34375
4,123274.0625
5,194033.890625
6,229478.375
7,192200.953125
8,200187.078125
9,164382.21875
10,124874.234375
11,184265.75
12,137810.78125
13,142524.6875
14,154014.5625
15,150027.484375
16,177393.25
17,192601.640625
18,152945.40625
19,191898
20,144030.265625
21,155287.25
22,176448.65625
23,150335.203125
24,135491.859375
25,177299.890625
26,120845.0390625
27,171900.484375
28,185376.484375
29,279781.4375
30,187432.390625
31,136352.359375
32,179064.3125
33,162838.125
34,176755.359375
35,195795.8125
36,149412.75
37,139271.34375
38,201641.25
39,142996.53125
40,157156.109375
41,160250.203125
42,177460.40625
43,191662.703125
44,245036.609375
45,238245.953125
46,190003.953125
47,181310.890625
48,198133.9375
49,156447.65625
50,176400.296875
51,241527.375
52,162569.75
53,158888.53125
54,187377.53125
55,177133.359375
56,189555.171875
57,165033.4375
58,148924
59,166521.25
60,142214.90625
61,161286.984375
62,181230.6875
63,140686.328125
64,207845.984375
65,127924.265625
66,185102.34375
67,165185
68,161031.828125
69,213836.328125
70,176815.5625
71,161273.578125
72,138079.375
73,293953.34375
74,139830.359375
75,141006.953125
76,125678.734375
77,225718.671875
78,201835.140625
79,163810.734375
80,171973.921875
81,211891.546875
82,173167.375
83,170498.953125
84,150178.25
85,171546.0625
86,149551.078125
87,117151
88,165166.046875
89,196961.53125
90,160974.984375
91,112234.84375
92,179923.390625
93,193522.546875
94,166453.046875
95,192164.921875
96,186414.90625
97,186668.96875
98,322156.5
99,136304.046875
100,110534.328125
101,161750.484375
102,128243.796875
103,157460.25
104,141237.484375
105,210143.71875
106,236524.375
107,192240.09375
108,235561.765625
109,157109.046875
110,212220.984375
111,101932.90625
112,126521
113,138314.765625
114,192955.953125
115,197367.5625
116,100068.5234375
117,168821.734375
118,144263.8125
119,122712.2890625
120,170880.4375
121,112500.5703125
122,211474.609375
123,150828.015625
124,177871.28125
125,188501.765625
126,228129.53125
127,135956.375
128,134281.984375
129,181797.6875
130,147145
131,175529.109375
132,208967.203125
133,214298.328125
134,141876.734375
135,152285.390625
136,148835.140625
137,171902.140625
138,220919.421875
139,137371.359375
140,152126.296875
141,174230.421875
142,218408.234375
143,116795.484375
144,172003
145,118248.875
146,170135.15625
147,198550.734375
148,149016.96875
149,238476.09375
150,133500.46875
151,203015.515625
152,180456.390625
153,177393.625
154,182855.5
155,126555.640625
156,186995.203125
157,130936.546875
158,181065.0625
159,217027.4375
160,144353.65625
161,193101.328125
162,190801.25
163,195456.75
164,187417.421875
165,199602.484375
166,159046.421875
167,238091.515625
168,125390.5234375
169,113301.9921875
170,131323.984375
171,162360.390625
172,202452.09375
173,276221.40625
174,141907.546875
175,130377.890625
176,170542.890625
177,211299.921875
178,220764.828125
179,190686.578125
180,168977.03125
181,165355.421875
182,145383.71875
183,118711.0625
184,177536.40625
185,173354.28125
186,143331.28125
187,185228.265625
188,235259.65625
189,169984.125
190,190413.25
191,171007.0625
192,138082.65625
193,162154.375
194,171028.953125
195,169438.265625
196,141136.046875
197,227498.46875
198,301825.59375
199,236727.859375
200,147558.0625
201,191429.453125
202,134901.875
203,124315.3828125
204,121917.546875
205,221396.84375
206,202358.515625
207,160612.8125
208,254673.03125
209,199127.5625
210,225658.453125
211,206347.78125
212,191821.09375
213,146854.96875
